payment_month_year,merchant_id,total_order_count,order_count_w_delivery,order_count_w_rto,email,email_cc,name,rto_invoiced,reminder_sent,rto_amount,invoice_status,status,order_percentage
2024-08,EJIXcnbMpszHqe,816,815,131,supriyamalik@indulgeoessentials.com ,,Indulgeo Essentials,2024-09-15,,22000.0,Success,Successful,0.9988
2024-08,EJu3xUe1qpgeB8,199,173,51,gauravkhurana1987@gmail.com,,Aganya Kreations,2024-09-15,,6375.0,Success,Successful,0.8693
2024-08,EyqQxodBBBYpm6,855,740,107,fullyfilmy.in@gmail.com,anand@fullyfilmy.in,Plan Z Digital Private Limited,2024-10-30,2024-10-28,8560.0,Success,Successful,0.8655
2024-08,FGmEEx9rbF5e8F,200,185,39,mail.ecentric@gmail.com,salendra@ecentric.in,Ecentric India Pvt Ltd,2024-10-23,2024-10-14,750.0,Success,Successful,0.925
2024-08,FQLy8isl8cBT4q,3210,2681,687,gokulraj@cookdtv.com,,Cookd Ventures Private Limited,2024-09-15,,19305.0,Success,Successful,0.8352
2024-08,FR2kZCaWIQTnDn,2356,2096,102,ratnakar@guniaa.com ,niladri@guniaa.com,GUNIAA,2024-09-15,,9000.0,Success,Successful,0.8896
2024-08,FiVc88jM7AeSta,114,0,0,punammetalcrafts@gmail.com,,Punam Metalcrafts,,2024-10-28,0.0,,Pending status,0.0
2024-08,G4WBGNh0UU0RUp,1432,1106,230,support@stylefeathers.com,,Style Feathers,,2024-10-28,18400.0,,Pending status,0.7723
2024-08,GGONsupA74tYXV,1,0,0,info@digitalsellpro.com,sunny.makhija@digitalsellpro.com ,SELLPRO COMMERCE PRIVATE LIMITED,,2024-10-28,0.0,,Pending status,0.0
2024-08,Glk1BQ6cvvA8DJ,2191,1651,255,jhashankgupta@gmail.com,,Lazo,,2024-10-28,16880.0,,Pending status,0.7535
2024-08,HD1eg1yHtJmz5O,183,170,0,ibcorporation@live.com,,I B CORPORATION,,2024-10-28,0.0,,Incorrect status,0.929
2024-08,HJHvrI58d1PqIe,1112,893,200,japjeet@fflirtygo.com,,Graffiti,2024-09-25,,16000.0,Success,Successful,0.8031
2024-08,Hb4zHHsoxSeZol,687,1,1,arvind@vegaauto.com,,VEGA AUTO ACCESSORIES PRIVATE LIMITED,,2024-10-28,150.0,,Pending status,0.0015
2024-08,HjDCaAKmzwvZVr,1151,1055,341,khatushyamcreations@gmail.com,,Khatushyam Creations,2024-09-15,,42625.0,Success,Successful,0.9166
2024-08,HkhexJSLXjxnVH,4,2,0,metrixretails@gmail.com,,METRIX RETAILS,,2024-10-28,0.0,,Pending status,0.5
2024-08,ICmqJzaoWUpyj6,29,0,0,chirag@mendeserve.com,,YOUNG ELEGANCE LIFE CARE,,2024-10-28,0.0,,Pending status,0.0
2024-08,ITMw84kujaCKhO,389,32,0,suryakant@meenabazaar.shop ,,Meena Bazaar ,,2024-10-28,0.0,,Pending status,0.0823
2024-08,J48RMdC1b73dYg,773,357,0,sarvodayamindia@gmail.com,,SARVODAYAM MEDICALS INDIA PRIVATE LIMITED,,2024-10-28,0.0,,Pending status,0.4618
2024-08,JNrymGlbgxRl04,190,190,0,vidushi@isakfragrances.com,,ISAK AROMAS PRIVATE LIMITED,,2024-10-28,0.0,,Incorrect status,1.0
2024-08,KV9N7Dk5Fe5OSm,11,0,0,petolyrazorpay@gmail.com,,OLYMPIA INDUSTRIES LIMITED,,2024-10-28,0.0,,Pending status,0.0
2024-08,Kb86PrdlM26Wf5,4,4,0,abdul.shoeb@goatbrandlabs.com,,GBL RIGEL PRIVATE LIMITED,,2024-10-28,0.0,,Incorrect status,1.0
2024-08,NEEDBMIuj4musE,107,82,12,"team@poshpantsclub.com, jhashankgupta@gmail.com",,Posh Pants Club,,2024-10-28,700.0,,Pending status,0.7664
2024-09,4af5pL6Gz4AElE,1797,1740,357,kausshal@teabox.com,diwaker@teabox.com,Teabox,2024-10-14,,53550.0,Success,Successful,0.9683
2024-09,88jVsv1Xwk5VMu,150,36,0,deepakkumar.sethi@mfine.co,,NovoCura Tech Health Services Pvt Ltd,,2024-10-28,0.0,,Pending status,0.24
2024-09,BqXXZlzZJLWsIV,3,0,0,jankee@fancypantsthestore.com,,Fancy Pants Apparels LLP,,2024-10-28,0.0,,Pending status,0.0
2024-09,ChdCdGm7TvuVk6,22,0,0,dharini.bajaj@imaginemarketingindia.com,,IMAGINE MARKETING LIMITED,,2024-10-28,0.0,,Pending status,0.0
2024-09,CjaeQlPFXFvaLN,521,521,77,karishma@faebeauty.in,mayur@faebeauty.in ,FAE BEAUTY PRIVATE LIMITED,2024-10-14,,3512.6800000000007,Success,Successful,1.0
2024-09,DRA8pvry1C4oTC,1165,1124,111,abhishek@arborealstevia.com,accounts@arborealstevia.com,Arboreal Bioinnovations Pvt Ltd,2024-10-14,,13875.0,Success,Successful,0.9648
2024-09,DUKiYoYvbaUXud,4391,4007,714,folliculartechnologies@gmail.com,,follicular technologies private limited,2024-10-14,,27525.0,Success,Successful,0.9125
2024-09,DkYdOAXPbbqFwT,713,713,103,ankit.mondal@rekhta.org,avisar.diwaker@rekhta.org,Rekhta Foundation,2024-10-14,,6180.0,Success,Successful,1.0
2024-09,Dq7VZ3fMp7qQQ7,2218,2218,506,sugandhini@thehadenaturals.com,,The Hade,2024-10-14,,27120.4,Success,Successful,1.0
2024-09,EJIXcnbMpszHqe,947,945,258,supriyamalik@indulgeoessentials.com ,,Indulgeo Essentials,2024-10-14,,27500.0,Success,Successful,0.9979
2024-09,EJu3xUe1qpgeB8,174,142,35,gauravkhurana1987@gmail.com,,Aganya Kreations,2024-10-21,2024-10-14,4375.0,Success,Successful,0.8161
2024-09,EyqQxodBBBYpm6,433,367,67,fullyfilmy.in@gmail.com,anand@fullyfilmy.in,Plan Z Digital Private Limited,2024-10-14,,5360.0,Success,Successful,0.8476
2024-09,FGmEEx9rbF5e8F,133,110,16,mail.ecentric@gmail.com,salendra@ecentric.in,Ecentric India Pvt Ltd,2024-10-22,2024-10-14,300.0,Success,Successful,0.8271
2024-09,FQLy8isl8cBT4q,2226,1835,416,gokulraj@cookdtv.com,,Cookd Ventures Private Limited,2024-10-14,,9845.0,Success,Successful,0.8243
2024-09,FR2kZCaWIQTnDn,994,869,52,ratnakar@guniaa.com ,niladri@guniaa.com,GUNIAA,2024-10-14,,5040.0,Success,Successful,0.8742
2024-09,FiVc88jM7AeSta,84,0,0,punammetalcrafts@gmail.com,,Punam Metalcrafts,,2024-10-28,0.0,,Pending status,0.0
2024-09,G4WBGNh0UU0RUp,567,435,75,support@stylefeathers.com,,Style Feathers,,2024-10-28,6000.0,,Pending status,0.7672
2024-09,Glk1BQ6cvvA8DJ,1497,1281,254,jhashankgupta@gmail.com,,Lazo,2024-11-06,2024-10-28,6000.0,Success,Successful,0.8557
2024-09,HJHvrI58d1PqIe,515,432,72,japjeet@fflirtygo.com,,Graffiti,2024-10-14,,5760.0,Success,Successful,0.8388
2024-09,Hb4zHHsoxSeZol,710,7,5,arvind@vegaauto.com,,VEGA AUTO ACCESSORIES PRIVATE LIMITED,,2024-10-28,750.0,,Pending status,0.0099
2024-09,HjDCaAKmzwvZVr,1485,1359,431,khatushyamcreations@gmail.com,,Khatushyam Creations,2024-10-14,,53875.0,Success,Successful,0.9152
2024-09,HkhexJSLXjxnVH,20,17,0,metrixretails@gmail.com,,METRIX RETAILS,,2024-10-28,0.0,,Incorrect status,0.85
2024-09,HlwbxJbuVSfd60,109,2,2,kiayashopindia@gmail.com,,Kiaya Accessories (MSC Group),,2024-10-28,160.0,,Pending status,0.0183
2024-09,ITMw84kujaCKhO,443,28,0,suryakant@meenabazaar.shop ,,Meena Bazaar ,,2024-10-28,0.0,,Pending status,0.0632
2024-09,J48RMdC1b73dYg,1121,562,0,sarvodayamindia@gmail.com,,SARVODAYAM MEDICALS INDIA PRIVATE LIMITED,,2024-10-28,0.0,,Pending status,0.5013
2024-09,JNrymGlbgxRl04,109,108,0,vidushi@isakfragrances.com,,ISAK AROMAS PRIVATE LIMITED,,2024-10-28,0.0,,Incorrect status,0.9908
2024-09,NEEDBMIuj4musE,223,186,29,"team@poshpantsclub.com, jhashankgupta@gmail.com",,Posh Pants Club,2024-11-07,2024-10-28,2100.0,Success,Successful,0.8341
2024-10,88jVsv1Xwk5VMu,113,53,0,deepakkumar.sethi@mfine.co,,NovoCura Tech Health Services Pvt Ltd,,,0.0,,,0.469
2024-10,BqXXZlzZJLWsIV,174,0,0,jankee@fancypantsthestore.com,,Fancy Pants Apparels LLP,,,0.0,,,0.0
2024-10,ChdCdGm7TvuVk6,1665,0,0,dharini.bajaj@imaginemarketingindia.com,,IMAGINE MARKETING LIMITED,,,0.0,,,0.0
2024-10,CjaeQlPFXFvaLN,709,708,108,karishma@faebeauty.in,mayur@faebeauty.in ,FAE BEAUTY PRIVATE LIMITED,2024-11-18,,4860.520000000001,Success,Successful,0.9986
2024-10,DRA8pvry1C4oTC,1225,1152,136,abhishek@arborealstevia.com,accounts@arborealstevia.com,Arboreal Bioinnovations Pvt Ltd,2024-11-18,,17000.0,Success,Successful,0.9404
2024-10,DUKiYoYvbaUXud,4559,3998,872,folliculartechnologies@gmail.com,,follicular technologies private limited,2024-11-18,,27375.0,Success,Successful,0.8769
2024-10,DkYdOAXPbbqFwT,1284,1280,238,ankit.mondal@rekhta.org,avisar.diwaker@rekhta.org,Rekhta Foundation,2024-11-18,,14280.0,Success,Successful,0.9969
2024-10,Dq7VZ3fMp7qQQ7,1627,1593,401,sugandhini@thehadenaturals.com,,The Hade,2024-11-18,,22985.230000000003,Success,Successful,0.9791
2024-10,EJIXcnbMpszHqe,1358,1353,282,supriyamalik@indulgeoessentials.com ,,Indulgeo Essentials,2024-11-18,,25575.0,Success,Successful,0.9963
2024-10,EJu3xUe1qpgeB8,251,174,27,gauravkhurana1987@gmail.com,,Aganya Kreations,,,3375.0,,,0.6932
2024-10,EyqQxodBBBYpm6,655,487,86,fullyfilmy.in@gmail.com,anand@fullyfilmy.in,Plan Z Digital Private Limited,,,6880.0,,,0.7435
2024-10,FGmEEx9rbF5e8F,184,76,10,mail.ecentric@gmail.com,salendra@ecentric.in,Ecentric India Pvt Ltd,,,225.0,,,0.413
2024-10,FQLy8isl8cBT4q,2551,2037,551,gokulraj@cookdtv.com,,Cookd Ventures Private Limited,,,10505.0,,,0.7985
2024-10,FiVc88jM7AeSta,93,0,0,punammetalcrafts@gmail.com,,Punam Metalcrafts,,,0.0,,,0.0
2024-10,G4WBGNh0UU0RUp,834,651,152,support@stylefeathers.com,,Style Feathers,,,12160.0,,,0.7806
2024-10,GX2Z0I7L07K19g,8,0,0,"info@notsosure.in
",,NOTSOSURE,,,0.0,,,0.0
2024-10,Glk1BQ6cvvA8DJ,1288,1171,266,jhashankgupta@gmail.com,,Lazo,2024-11-18,,12320.0,Success,Successful,0.9092
2024-10,HJHvrI58d1PqIe,1073,832,175,japjeet@fflirtygo.com,,Graffiti,,,14000.0,,,0.7754
2024-10,Hb4zHHsoxSeZol,651,0,0,arvind@vegaauto.com,,VEGA AUTO ACCESSORIES PRIVATE LIMITED,,,0.0,,,0.0
2024-10,HjDCaAKmzwvZVr,6,3,0,khatushyamcreations@gmail.com,,Khatushyam Creations,,,0.0,,,0.5
2024-10,HkhexJSLXjxnVH,10,7,0,metrixretails@gmail.com,,METRIX RETAILS,,,0.0,,,0.7
2024-10,HlwbxJbuVSfd60,51,5,0,kiayashopindia@gmail.com,,Kiaya Accessories (MSC Group),,,0.0,,,0.098
2024-10,ITMw84kujaCKhO,625,23,0,suryakant@meenabazaar.shop ,,Meena Bazaar ,,,0.0,,,0.0368
2024-10,J48RMdC1b73dYg,1318,649,0,sarvodayamindia@gmail.com,,SARVODAYAM MEDICALS INDIA PRIVATE LIMITED,,,0.0,,,0.4924
2024-10,JNrymGlbgxRl04,107,106,12,vidushi@isakfragrances.com,,ISAK AROMAS PRIVATE LIMITED,2024-11-18,,926.8,Success,Successful,0.9907
2024-10,NEEDBMIuj4musE,117,107,20,"team@poshpantsclub.com, jhashankgupta@gmail.com",,Posh Pants Club,2024-11-18,,1800.0,Success,Successful,0.9145
2024-11,88jVsv1Xwk5VMu,123,34,0,deepakkumar.sethi@mfine.co,,NovoCura Tech Health Services Pvt Ltd,,,0.0,,,0.2764
2024-11,BqXXZlzZJLWsIV,33,0,0,jankee@fancypantsthestore.com,,Fancy Pants Apparels LLP,,,0.0,,,0.0
2024-11,ChdCdGm7TvuVk6,27,0,0,dharini.bajaj@imaginemarketingindia.com,,IMAGINE MARKETING LIMITED,,,0.0,,,0.0
2024-11,CjaeQlPFXFvaLN,455,265,22,karishma@faebeauty.in,mayur@faebeauty.in ,FAE BEAUTY PRIVATE LIMITED,,,1806.7999999999997,,,0.5824
2024-11,DRA8pvry1C4oTC,533,392,47,abhishek@arborealstevia.com,accounts@arborealstevia.com,Arboreal Bioinnovations Pvt Ltd,,,5875.0,,,0.7355
2024-11,DUKiYoYvbaUXud,2758,1570,199,folliculartechnologies@gmail.com,,follicular technologies private limited,,,6975.0,,,0.5693
2024-11,DkYdOAXPbbqFwT,660,521,58,ankit.mondal@rekhta.org,avisar.diwaker@rekhta.org,Rekhta Foundation,,,3480.0,,,0.7894
2024-11,Dq7VZ3fMp7qQQ7,765,481,47,sugandhini@thehadenaturals.com,,The Hade,,,3374.4,,,0.6288
2024-11,EJIXcnbMpszHqe,771,603,108,supriyamalik@indulgeoessentials.com ,,Indulgeo Essentials,,,9350.0,,,0.7821
2024-11,EJu3xUe1qpgeB8,88,24,4,gauravkhurana1987@gmail.com,,Aganya Kreations,,,500.0,,,0.2727
2024-11,EyqQxodBBBYpm6,254,119,13,fullyfilmy.in@gmail.com,anand@fullyfilmy.in,Plan Z Digital Private Limited,,,1040.0,,,0.4685
2024-11,FGmEEx9rbF5e8F,62,19,0,mail.ecentric@gmail.com,salendra@ecentric.in,Ecentric India Pvt Ltd,,,0.0,,,0.3065
2024-11,FQLy8isl8cBT4q,1034,638,136,gokulraj@cookdtv.com,,Cookd Ventures Private Limited,,,3575.0,,,0.617
2024-11,FiVc88jM7AeSta,68,0,0,punammetalcrafts@gmail.com,,Punam Metalcrafts,,,0.0,,,0.0
2024-11,G4WBGNh0UU0RUp,426,166,26,support@stylefeathers.com,,Style Feathers,,,2080.0,,,0.3897
2024-11,GX2Z0I7L07K19g,1,0,0,"info@notsosure.in
",,NOTSOSURE,,,0.0,,,0.0
2024-11,Glk1BQ6cvvA8DJ,754,457,84,jhashankgupta@gmail.com,,Lazo,,,2800.0,,,0.6061
2024-11,HD1eg1yHtJmz5O,20,0,0,ibcorporation@live.com,,I B CORPORATION,,,0.0,,,0.0
2024-11,HJHvrI58d1PqIe,351,168,43,japjeet@fflirtygo.com,,Graffiti,,,3440.0,,,0.4786
2024-11,Hb4zHHsoxSeZol,285,0,0,arvind@vegaauto.com,,VEGA AUTO ACCESSORIES PRIVATE LIMITED,,,0.0,,,0.0
2024-11,HjDCaAKmzwvZVr,4,0,0,khatushyamcreations@gmail.com,,Khatushyam Creations,,,0.0,,,0.0
2024-11,HkhexJSLXjxnVH,3,1,0,metrixretails@gmail.com,,METRIX RETAILS,,,0.0,,,0.3333
2024-11,HlwbxJbuVSfd60,21,4,0,kiayashopindia@gmail.com,,Kiaya Accessories (MSC Group),,,0.0,,,0.1905
2024-11,ITMw84kujaCKhO,293,7,0,suryakant@meenabazaar.shop ,,Meena Bazaar ,,,0.0,,,0.0239
2024-11,J48RMdC1b73dYg,743,304,0,sarvodayamindia@gmail.com,,SARVODAYAM MEDICALS INDIA PRIVATE LIMITED,,,0.0,,,0.4092
2024-11,JNrymGlbgxRl04,59,44,6,vidushi@isakfragrances.com,,ISAK AROMAS PRIVATE LIMITED,,,563.2,,,0.7458
2024-11,NEEDBMIuj4musE,47,36,3,"team@poshpantsclub.com, jhashankgupta@gmail.com",,Posh Pants Club,,,300.0,,,0.766
